DATETIME,COUNTRY,EVENTS,ACTUAL,CONSENSUS,FORECAST,TIER
2025-01-08 19:30:00-05:00,AU,Exports MoMNOV,4.8%,,,3.0
2025-01-08 19:30:00-05:00,AU,Imports MoMNOV,1.7%,,,3.0
2025-01-08 19:30:00-05:00,AU,Retail Sales MoMNOV,0.8%,1%,1%,2.0
2025-01-08 19:30:00-05:00,AU,Balance of TradeNOV,A$7.079B,A$5.750B,A$6B,1.0
2025-01-08 20:30:00-05:00,CN,Inflation Rate MoMDEC,0.0%,0%,0.1%,2.0
2025-01-08 20:30:00-05:00,CN,PPI YoYDEC,-2.3%,-2.3%,-2.4%,2.0
2025-01-08 20:30:00-05:00,CN,Inflation Rate YoYDEC,0.1%,0.1%,0.2%,1.0
2025-01-08 22:00:00-05:00,ID,Consumer ConfidenceDEC,127.7,,120,3.0
2025-01-08 22:35:00-05:00,JP,30-Year JGB Auction,2.304%,,,3.0
2025-01-08 22:35:00-05:00,JP,6-Month Bill Auction,0.3535%,,,3.0
2025-01-09 02:00:00-05:00,DE,Imports MoMNOV,-3.3%,0.7%,,3.0
2025-01-09 02:00:00-05:00,DE,Industrial Production MoMNOV,1.5%,0.5%,0.8%,2.0
2025-01-09 02:00:00-05:00,DE,Exports MoMNOV,2.1%,2%,,2.0
2025-01-09 02:00:00-05:00,DE,Balance of TradeNOV,€19.7B,€14.8B,€15.0B,1.0
2025-01-09 04:00:00-05:00,DE,Brandenburg CPI MoMDEC,0.4%,,,3.0
2025-01-09 04:00:00-05:00,DE,Saxony CPI YoYDEC,3.2%,,,3.0
2025-01-09 04:00:00-05:00,DE,Bavaria CPI YoYDEC,3%,,,3.0
2025-01-09 04:00:00-05:00,DE,Baden Wuerttemberg CPI MoMDEC,0.5%,,,3.0
2025-01-09 04:00:00-05:00,DE,Baden Wuerttemberg CPI YoYDEC,2.6%,,,3.0
2025-01-09 04:00:00-05:00,DE,Bavaria CPI MoMDEC,0.5%,,,3.0
2025-01-09 04:00:00-05:00,DE,Hesse CPI YoYDEC,2.4%,,,3.0
2025-01-09 04:00:00-05:00,DE,Saxony CPI MoMDEC,0.5%,,,3.0
2025-01-09 04:00:00-05:00,DE,Brandenburg CPI YoYDEC,2.4%,,,3.0
2025-01-09 04:00:00-05:00,DE,Hesse CPI MoMDEC,0.4%,,,3.0
2025-01-09 04:00:00-05:00,DE,North Rhine Westphalia CPI YoYDEC,2.5%,,,3.0
2025-01-09 04:00:00-05:00,DE,North Rhine Westphalia CPI MoMDEC,0.5%,,,3.0
2025-01-09 04:30:00-05:00,GB,BoE Decision Maker Panel Data,,,,3.0
2025-01-09 04:40:00-05:00,ES,3-Year Bonos Auction,2.586%,,,3.0
2025-01-09 04:40:00-05:00,ES,7-Year Obligacion Auction,2.897%,,,3.0
2025-01-09 04:40:00-05:00,ES,15-Year Index-Linked Obligacion Auction,1.536%,,,3.0
2025-01-09 04:40:00-05:00,ES,20-Year Obligacion Auction,3.710%,,,3.0
2025-01-09 05:00:00-05:00,FR,20-Year OAT Auction,3.77%,,,3.0
2025-01-09 05:00:00-05:00,EA,Retail Sales YoYNOV,1.2%,,1.7%,2.0
2025-01-09 05:00:00-05:00,EA,Retail Sales MoMNOV,0.1%,0.4%,0.1%,2.0
2025-01-09 05:00:00-05:00,FR,10-Year OAT Auction,3.40%,,,3.0
2025-01-09 05:00:00-05:00,SA,Industrial Production YoYNOV,3.4%,,4.7%,3.0
2025-01-09 05:00:00-05:00,FR,12-Year OAT Auction,3.49%,,,3.0
2025-01-09 05:00:00-05:00,FR,30-Year OAT Auction,3.93%,,,3.0
2025-01-09 06:00:00-05:00,ZA,Manufacturing Production YoYNOV,-2.6%,,-1.0%,3.0
2025-01-09 06:00:00-05:00,ZA,Manufacturing Production MoMNOV,-1.1%,,0.8%,3.0
2025-01-09 06:00:00-05:00,ES,Business ConfidenceDEC,-4.6,,-4.6,2.0
2025-01-09 06:30:00-05:00,TR,Foreign Exchange ReservesJAN/03,$92.59B,,,3.0
2025-01-09 07:00:00-05:00,BR,Retail Sales MoMNOV,-0.4%,0.1%,0.5%,2.0
2025-01-09 07:00:00-05:00,MX,Core Inflation Rate MoMDEC,0.51%,0.45%,0.5%,3.0
2025-01-09 07:00:00-05:00,MX,Core Inflation Rate YoYDEC,3.65%,3.62%,3.6%,3.0
2025-01-09 07:00:00-05:00,MX,Inflation Rate MoMDEC,0.38%,0.40%,0.4%,2.0
2025-01-09 07:00:00-05:00,MX,Inflation Rate YoYDEC,4.21%,4.28%,4.4%,2.0
2025-01-09 07:00:00-05:00,BR,Retail Sales YoYNOV,4.7%,3.8%,5%,3.0
2025-01-09 07:30:00-05:00,IN,M3 Money Supply YoYDEC/27,9.3%,,,3.0
2025-01-09 07:30:00-05:00,US,Challenger Job CutsDEC,38.792K,,65K,3.0
2025-01-09 09:00:00-05:00,US,Fed Harker Speech,,,,2.0
2025-01-09 09:05:00-05:00,US,Fed Collins Speech,,,,2.0
2025-01-09 09:10:00-05:00,MX,Auto Production YoYDEC,4.2%,,16.0%,3.0
2025-01-09 09:10:00-05:00,MX,Auto Exports YoYDEC,-5.8%,,3.1%,3.0
2025-01-09 10:00:00-05:00,MX,Monetary Policy Meeting Minutes,,,,2.0
2025-01-09 10:30:00-05:00,US,NY Fed Treasury Purchases 1 to 2.5 yrs,,$25 million,,3.0
2025-01-09 11:00:00-05:00,GB,BoE Breeden Speech,,,,2.0
2025-01-09 11:30:00-05:00,US,4-Week Bill Auction,4.245%,,,3.0
2025-01-09 11:30:00-05:00,US,8-Week Bill Auction,4.240%,,,3.0
2025-01-09 12:00:00-05:00,US,15-Year Mortgage RateJAN/09,6.14%,,,3.0
2025-01-09 12:00:00-05:00,CA,10-Year Bond Auction,3.358%,,,3.0
2025-01-09 12:00:00-05:00,US,30-Year Mortgage RateJAN/09,6.93%,,,3.0
2025-01-09 12:45:00-05:00,US,Fed Barkin Speech,,,,2.0
2025-01-09 13:30:00-05:00,US,Fed Schmid Speech,,,,2.0
2025-01-09 13:35:00-05:00,US,Fed Bowman Speech,,,,2.0
2025-01-09 18:30:00-05:00,JP,Household Spending MoMNOV,0.4%,-0.9%,-1.4%,2.0
2025-01-09 18:30:00-05:00,JP,Household Spending YoYNOV,-0.4%,-0.6%,-0.6%,2.0
2025-01-09 18:30:00-05:00,ID,Motorbike Sales YoYDEC,-5.5%,,,3.0
2025-01-09 18:50:00-05:00,JP,Foreign Exchange ReservesDEC,$1230.7B,,,3.0
2025-01-09 22:15:00-05:00,ID,Retail Sales YoYNOV,0.9%,,,3.0
2025-01-09 22:35:00-05:00,JP,3-Month Bill Auction,0.2402%,,,3.0
2025-01-10 00:00:00-05:00,JP,Leading Economic Index PrelNOV,107.0,107.2,107.8,3.0
2025-01-10 00:00:00-05:00,JP,Coincident Index PrelNOV,115.3,,117,3.0
2025-01-10 02:00:00-05:00,ID,Car Sales YoYDEC,-6.4%,,,3.0
2025-01-10 02:00:00-05:00,TR,Unemployment RateNOV,8.6%,,8.9%,2.0
2025-01-10 02:00:00-05:00,TR,Participation RateNOV,54.2%,,54.8%,3.0
2025-01-10 02:00:00-05:00,TR,Industrial Production MoMNOV,2.9%,,-0.2%,3.0
2025-01-10 02:00:00-05:00,TR,Industrial Production YoYNOV,1.5%,,-2.6%,2.0
2025-01-10 02:45:00-05:00,FR,Household Consumption MoMNOV,0.3%,0.2%,0.4%,3.0
2025-01-10 02:45:00-05:00,FR,Industrial Production MoMNOV,0.2%,0%,0.2%,2.0
2025-01-10 03:00:00-05:00,ES,Industrial Production YoYNOV,-0.4%,,2.4%,3.0
2025-01-10 04:00:00-05:00,IT,Retail Sales YoYNOV,1.1%,,2.3%,3.0
2025-01-10 04:00:00-05:00,IT,Retail Sales MoMNOV,-0.4%,0.2%,0.3%,2.0
2025-01-10 05:10:00-05:00,IT,12-Month BOT Auction,2.517%,,,3.0
2025-01-10 05:30:00-05:00,IN,Manufacturing Production YoYNOV,5.8%,,,2.0
2025-01-10 05:30:00-05:00,IN,Industrial Production YoYNOV,5.2%,4%,,2.0
2025-01-10 06:30:00-05:00,IN,Foreign Exchange ReservesJAN/03,$634.59B,,,3.0
2025-01-10 07:00:00-05:00,MX,Industrial Production YoYNOV,-1.4%,-1.4%,-1.4%,3.0
2025-01-10 07:00:00-05:00,BR,Inflation Rate MoMDEC,0.52%,,0.2%,2.0
2025-01-10 07:00:00-05:00,BR,Inflation Rate YoYDEC,4.83%,,4.9%,2.0
2025-01-10 07:00:00-05:00,MX,Industrial Production MoMNOV,0.1%,0%,0.4%,3.0
2025-01-10 08:30:00-05:00,US,Nonfarm Payrolls PrivateDEC,223K,135K,185K,3.0
2025-01-10 08:30:00-05:00,CA,Average Hourly Wages YoYDEC,3.7%,,3.9%,3.0
2025-01-10 08:30:00-05:00,US,Participation RateDEC,62.5%,,62.8%,2.0
2025-01-10 08:30:00-05:00,US,Average Weekly HoursDEC,34.3,34.3,34.3,3.0
2025-01-10 08:30:00-05:00,US,Non Farm PayrollsDEC,256K,160K,200K,1.0
2025-01-10 08:30:00-05:00,US,U-6 Unemployment Rate,7.5%,,7.9%,3.0
2025-01-10 08:30:00-05:00,CA,Participation RateDEC,65.1%,,65%,2.0
2025-01-10 08:30:00-05:00,CA,Part Time Employment ChgDEC,33.5K,,1K,2.0
2025-01-10 08:30:00-05:00,US,Government PayrollsDEC,33K,,15K,3.0
2025-01-10 08:30:00-05:00,CA,Unemployment RateDEC,6.7%,6.9%,6.8%,1.0
2025-01-10 08:30:00-05:00,US,Unemployment RateDEC,4.1%,4.2%,4.30%,1.0
2025-01-10 08:30:00-05:00,CA,Full Time Employment ChgDEC,57.5K,,10K,2.0
2025-01-10 08:30:00-05:00,US,Manufacturing PayrollsDEC,-13K,5K,29K,3.0
2025-01-10 08:30:00-05:00,CA,Building Permits MoMNOV,-5.9%,1.3%,1.0%,3.0
2025-01-10 08:30:00-05:00,CA,Employment ChangeDEC,90.9K,25K,11.0K,2.0
2025-01-10 08:30:00-05:00,US,Average Hourly Earnings MoMDEC,0.3%,0.3%,0.3%,2.0
2025-01-10 08:30:00-05:00,US,Average Hourly Earnings YoY,3.9%,4%,4%,2.0
2025-01-10 08:45:00-05:00,DE,Current AccountNOV,€24.1B,,€22.5B,3.0
2025-01-10 10:00:00-05:00,US,Michigan Inflation Expectations PrelJAN,3.3%,,3.0%,3.0
2025-01-10 10:00:00-05:00,US,Michigan 5 Year Inflation Expectations PrelJAN,3.3%,,3.2%,3.0
2025-01-10 10:00:00-05:00,US,Michigan Consumer Sentiment PrelJAN,73.2,73.8,75,1.0
2025-01-10 10:00:00-05:00,US,Michigan Current Conditions PrelJAN,77.9,,78,3.0
2025-01-10 10:00:00-05:00,US,Michigan Consumer Expectations PrelJAN,70.2,,74,3.0
2025-01-10 12:00:00-05:00,US,Quarterly Grain Stocks - WheatDEC,1.57B,,,3.0
2025-01-10 12:00:00-05:00,US,Quarterly Grain Stocks - SoyDEC,3.1B,,,3.0
2025-01-10 12:00:00-05:00,US,Quarterly Grain Stocks - CornDEC,12.074B,,,3.0
2025-01-10 12:00:00-05:00,US,WASDE Report,,,,3.0
2025-01-10 13:00:00-05:00,US,Baker Hughes Total Rigs CountJAN/10,584,,,3.0
2025-01-10 13:00:00-05:00,US,Baker Hughes Oil Rig CountJAN/10,480,,,3.0
2025-01-10 16:30:00-05:00,US,Fed Balance SheetJAN/08,$6.85T,,,3.0
2025-01-12 19:30:00-05:00,AU,ANZ-Indeed Job Ads MoMDEC,0.3%,,0.3%,3.0
2025-01-12 20:00:00-05:00,AU,TD-MI Inflation Gauge MoMDEC,0.6%,,0.2%,3.0
2025-01-12 22:00:00-05:00,CN,Imports YoYDEC,1%,-1.5%,-2%,1.0
2025-01-12 22:00:00-05:00,CN,Balance of TradeDEC,$104.84B,$99.80B,$ 85B,1.0
2025-01-12 22:00:00-05:00,CN,Exports YoYDEC,10.7%,7.3%,7.1%,1.0
2025-01-12 22:15:00-05:00,EA,ECB Lane Speech,,,,2.0
2025-01-13 01:50:00-05:00,KR,3-Year KTB Auction,2.625%,,,3.0
2025-01-13 02:00:00-05:00,TR,Auto Sales YoYDEC,7.3%,,-4.0%,3.0
2025-01-13 02:00:00-05:00,TR,Retail Sales YoYNOV,16.4%,,14.1%,3.0
2025-01-13 02:00:00-05:00,TR,Current AccountNOV,$-2.87B,$-3.1B,$-3.4B,3.0
2025-01-13 02:00:00-05:00,TR,Auto Production YoYDEC,3.6%,,-19.0%,3.0
2025-01-13 02:00:00-05:00,CN,Vehicle Sales YoYDEC,10.5%,,6.4%,3.0
2025-01-13 02:00:00-05:00,TR,Retail Sales MoMNOV,1.9%,,0%,3.0
2025-01-13 05:10:00-05:00,IT,7-Year BTP Auction,3.49%,,,3.0
2025-01-13 05:10:00-05:00,IT,3-Year BTP Auction,2.85%,,,3.0
2025-01-13 05:30:00-05:00,IN,Inflation Rate YoYDEC,5.22%,5.30%,5.2%,2.0
2025-01-13 05:30:00-05:00,IN,Inflation Rate MoMDEC,-0.56%,,0.2%,3.0
2025-01-13 05:30:00-05:00,DE,12-Month Bubill Auction,2.4019%,,,3.0
2025-01-13 06:00:00-05:00,RU,Vehicle Sales YoYDEC,3.7%,,,3.0
2025-01-13 09:00:00-05:00,FR,12-Month BTF Auction,2.489%,,,3.0
2025-01-13 09:00:00-05:00,FR,6-Month BTF Auction,2.593%,,,3.0
2025-01-13 09:00:00-05:00,FR,3-Month BTF Auction,2.691%,,,3.0
2025-01-13 11:00:00-05:00,US,Consumer Inflation ExpectationsDEC,3%,,3.1%,3.0
2025-01-13 11:30:00-05:00,US,3-Month Bill Auction,4.225%,,,3.0
2025-01-13 11:30:00-05:00,US,6-Month Bill Auction,4.180%,,,3.0
2025-01-13 18:30:00-05:00,AU,Westpac Consumer Confidence ChangeJAN,-0.7%,,,1.0
2025-01-13 18:30:00-05:00,AU,Westpac Consumer Confidence IndexJAN,92.1,,,1.0
2025-01-13 18:50:00-05:00,JP,Bank Lending YoYDEC,3.1%,3.1%,3.1%,3.0
2025-01-13 18:50:00-05:00,JP,Current AccountNOV,¥3352.5B,¥2691B,¥1990.0B,2.0
2025-01-13 19:30:00-05:00,AU,Building Permits MoM FinalNOV,-3.6%,-3.6%,,3.0
2025-01-13 19:30:00-05:00,AU,Private House Approvals MoM FinalNOV,-1.7%,-1.7%,,3.0
2025-01-13 22:35:00-05:00,JP,5-Year JGB Auction,0.876%,,,3.0
2025-01-14 00:00:00-05:00,JP,Eco Watchers Survey CurrentDEC,49.9,49.6,49.8,3.0
2025-01-14 00:00:00-05:00,JP,Eco Watchers Survey OutlookDEC,48.8,,49.6,3.0
2025-01-14 00:00:00-05:00,SG,MAS 4-Week Bill Auction,3.2%,,,3.0
2025-01-14 00:00:00-05:00,SG,MAS 12-Week Bill Auction,3.18%,,,3.0
2025-01-14 00:30:00-05:00,KR,5-Year KTB Auction,2.725%,,,3.0
2025-01-14 01:30:00-05:00,IN,WPI Fuel YoYDEC,-3.79%,,-3.2%,3.0
2025-01-14 01:30:00-05:00,IN,WPI Inflation YoYDEC,2.37%,2.30%,2.3%,3.0
2025-01-14 01:30:00-05:00,IN,WPI Manufacturing YoYDEC,2.14%,,3%,3.0
2025-01-14 01:30:00-05:00,IN,WPI Food Index YoYDEC,8.89%,,10.2%,3.0
2025-01-14 02:20:00-05:00,CN,M2 Money Supply YoYDEC,7.3%,7.3%,,3.0
2025-01-14 02:20:00-05:00,CN,Outstanding Loan Growth YoYDEC,7.6%,7.6%,7.5%,3.0
2025-01-14 02:20:00-05:00,CN,New Yuan LoansDEC,CNY990B,CNY850B,CNY690.0B,2.0
2025-01-14 02:20:00-05:00,CN,Total Social FinancingDEC,CNY2860B,CNY2000B,CNY1850.0B,3.0
2025-01-14 02:35:00-05:00,EA,ECB Lane Speech,,,,3.0
2025-01-14 02:45:00-05:00,FR,Budget BalanceNOV,€-172.5B,,€-162.0B,3.0
2025-01-14 03:30:00-05:00,GB,BoE Breeden Speech,,,,3.0
2025-01-14 04:00:00-05:00,IT,Industrial Production YoYNOV,-1.5%,,-3.3%,3.0
2025-01-14 04:00:00-05:00,IT,Industrial Production MoMNOV,0.3%,0.2%,0.2%,2.0
2025-01-14 04:40:00-05:00,ES,3-Month Letras Auction,2.493%,,,3.0
2025-01-14 04:40:00-05:00,ES,9-Month Letras Auction,2.485%,,,3.0
2025-01-14 05:00:00-05:00,GB,20-Year Index-Linked Treasury Gilt Auction,2.126%,,,3.0
2025-01-14 05:30:00-05:00,DE,5-Year Bobl Auction,2.42%,,,3.0
2025-01-14 05:30:00-05:00,JP,BoJ Himino Speech,,,,3.0
2025-01-14 06:00:00-05:00,US,NFIB Business Optimism IndexDEC,105.1,100.8,102,3.0
2025-01-14 08:00:00-05:00,BR,Car Production MoMDEC,-19.5%,,3.4%,3.0
2025-01-14 08:00:00-05:00,BR,New Car Registrations MoMDEC,1.6%,,-2.5%,3.0
2025-01-14 08:30:00-05:00,US,Core PPI MoMDEC,0%,0.3%,0.2%,2.0
2025-01-14 08:30:00-05:00,US,PPI MoMDEC,0.2%,0.3%,0.3%,1.0
2025-01-14 08:30:00-05:00,US,Core PPI YoYDEC,3.5%,3.8%,3.5%,3.0
2025-01-14 08:30:00-05:00,US,PPIDEC,146.842,,146.8,3.0
2025-01-14 08:30:00-05:00,US,PPI YoYDEC,3.3%,3.4%,3.3%,3.0
2025-01-14 08:30:00-05:00,US,"PPI Ex Food, Energy and Trade MoMDEC",0.1%,0.3%,0.2%,3.0
2025-01-14 08:30:00-05:00,US,"PPI Ex Food, Energy and Trade YoYDEC",3.3%,,3.6%,3.0
2025-01-14 08:55:00-05:00,US,Redbook YoYJAN/11,4%,,,3.0
2025-01-14 10:00:00-05:00,US,Fed Schmid Speech,,,,2.0
2025-01-14 10:05:00-05:00,US,RCM/TIPP Economic Optimism IndexJAN,51.9,55.1,54.2,3.0
2025-01-14 11:30:00-05:00,US,42-Day Bill Auction,4.240%,,,3.0
2025-01-14 14:00:00-05:00,AR,Inflation Rate MoMDEC,2.7%,2.7%,2.6%,3.0
2025-01-14 14:00:00-05:00,US,Monthly Budget StatementDEC,$-87B,$-75B,$-80B,2.0
2025-01-14 14:00:00-05:00,AR,Inflation Rate YoYDEC,117.8%,117.8%,116.0%,3.0
2025-01-14 15:05:00-05:00,US,Fed Williams Speech,,,,2.0
2025-01-14 16:00:00-05:00,KR,Import Prices YoYDEC,7%,,4.5%,3.0
2025-01-14 16:00:00-05:00,KR,Export Prices YoYDEC,10.7%,,2.8%,3.0
2025-01-14 16:30:00-05:00,US,API Crude Oil Stock ChangeJAN/10,-2.6M,-3.5M,,2.0
2025-01-14 18:00:00-05:00,JP,Reuters Tankan IndexJAN,2,,3,3.0
2025-01-14 19:00:00-05:00,KR,Unemployment RateDEC,3.7%,,2.8%,2.0
2025-01-14 19:00:00-05:00,IN,Passenger Vehicles Sales YoYDEC,11.4%,,,3.0
2025-01-14 22:15:00-05:00,EA,ECB Lane Speech,,,,3.0
2025-01-14 23:00:00-05:00,ID,Balance of TradeDEC,$2.24B,$3.79B,$ 3.7B,2.0
2025-01-14 23:00:00-05:00,ID,Exports YoYDEC,4.78%,7.38%,,3.0
2025-01-14 23:00:00-05:00,ID,Imports YoYDEC,11.07%,4.84%,,3.0
2025-01-15 01:00:00-05:00,SA,Inflation Rate MoMDEC,0%,,0.1%,3.0
2025-01-15 01:00:00-05:00,SA,Inflation Rate YoYDEC,1.9%,,2%,3.0
2025-01-15 01:00:00-05:00,JP,Machine Tool Orders YoYDEC,11.2%,3%,3%,3.0
2025-01-15 01:00:00-05:00,SA,Wholesale Prices YoYDEC,1.2%,,1.0%,3.0
2025-01-15 02:00:00-05:00,DE,Wholesale Prices MoMDEC,0.1%,0.1%,0.1%,2.0
2025-01-15 02:00:00-05:00,DE,Wholesale Prices YoYDEC,0.1%,,0.1%,2.0
2025-01-15 02:00:00-05:00,GB,Core Inflation Rate MoMDEC,0.3%,0.5%,0.4%,3.0
2025-01-15 02:00:00-05:00,GB,Inflation Rate YoYDEC,2.5%,2.6%,2.7%,1.0
2025-01-15 02:00:00-05:00,GB,PPI Input YoYDEC,-1.5%,-1.3%,-1%,3.0
2025-01-15 02:00:00-05:00,GB,Core Inflation Rate YoYDEC,3.2%,3.4%,3.4%,2.0
2025-01-15 02:00:00-05:00,GB,Inflation Rate MoMDEC,0.3%,0.4%,0.4%,2.0
2025-01-15 02:00:00-05:00,GB,PPI Input MoMDEC,0.1%,0.2%,0.1%,3.0
2025-01-15 02:00:00-05:00,GB,PPI Output YoYDEC,0.1%,0%,0.1%,3.0
2025-01-15 02:00:00-05:00,GB,PPI Core Output MoMDEC,0%,,0.1%,3.0
2025-01-15 02:00:00-05:00,GB,Retail Price Index MoMDEC,0.3%,0.7%,0.5%,3.0
2025-01-15 02:00:00-05:00,GB,PPI Output MoMDEC,0.1%,0.1%,0.1%,3.0
2025-01-15 02:00:00-05:00,GB,PPI Core Output YoYDEC,1.5%,,2.1%,3.0
2025-01-15 02:00:00-05:00,GB,Retail Price Index YoYDEC,3.5%,3.8%,3.6%,3.0
2025-01-15 02:20:00-05:00,ID,Loan Growth YoYDEC,10.39%,,10%,3.0
2025-01-15 02:30:00-05:00,ID,Interest Rate Decision,5.75%,6%,6%,2.0
2025-01-15 02:30:00-05:00,ID,Lending Facility RateJAN,6.5%,6.75%,6.75%,3.0
2025-01-15 02:30:00-05:00,ID,Deposit Facility RateJAN,5%,5.25%,5.25%,3.0
2025-01-15 02:45:00-05:00,FR,Inflation Rate MoM FinalDEC,0.2%,0.2%,0.2%,2.0
2025-01-15 02:45:00-05:00,FR,Harmonised Inflation Rate MoM FinalDEC,0.2%,0.2%,0.2%,3.0
2025-01-15 02:45:00-05:00,FR,Harmonised Inflation Rate YoY FinalDEC,1.8%,1.8%,1.8%,3.0
2025-01-15 02:45:00-05:00,FR,Inflation Rate YoY FinalDEC,1.3%,1.3%,1.3%,2.0
2025-01-15 03:00:00-05:00,EA,ECB Guindos Speech,,,,3.0
2025-01-15 03:00:00-05:00,ES,Inflation Rate YoY FinalDEC,2.8%,2.8%,2.8%,3.0
2025-01-15 03:00:00-05:00,ES,Harmonised Inflation Rate YoY FinalDEC,2.8%,2.8%,2.8%,3.0
2025-01-15 03:00:00-05:00,ES,Core Inflation Rate YoY FinalDEC,2.6%,2.6%,2.6%,3.0
2025-01-15 03:00:00-05:00,TR,Budget BalanceDEC,TRY-829.2B,,,3.0
2025-01-15 03:00:00-05:00,ES,Inflation Rate MoM FinalDEC,0.5%,0.4%,0.4%,3.0
2025-01-15 03:00:00-05:00,ES,Harmonised Inflation Rate MoM FinalDEC,0.4%,0.4%,0.4%,3.0
2025-01-15 04:00:00-05:00,FR,IEA Oil Market Report,,,,2.0
2025-01-15 04:00:00-05:00,IN,ImportsDEC,$59.95B,,$ 70.5B,3.0
2025-01-15 04:00:00-05:00,IN,Balance of TradeDEC,$-21.94B,$-27.3B,$ -38.0B,2.0
2025-01-15 04:00:00-05:00,DE,Full Year GDP Growth2024,-0.2%,-0.2%,-0.2%,1.0
2025-01-15 04:00:00-05:00,IN,ExportsDEC,$38.01B,,$ 32.5B,3.0
2025-01-15 05:00:00-05:00,GB,10-Year Treasury Gilt Auction,4.808%,,,3.0
2025-01-15 05:00:00-05:00,EA,Industrial Production MoMNOV,0.2%,0.3%,0.3%,2.0
2025-01-15 05:00:00-05:00,EA,Industrial Production YoYNOV,-1.9%,-1.9%,-1.5%,3.0
2025-01-15 05:30:00-05:00,DE,30-Year Bund Auction,2.84%,,,3.0
2025-01-15 07:00:00-05:00,US,MBA Purchase IndexJAN/10,162,,,3.0
2025-01-15 07:00:00-05:00,US,MBA Mortgage Refinance IndexJAN/10,575.6,,,3.0
2025-01-15 07:00:00-05:00,US,MBA Mortgage ApplicationsJAN/10,33.3%,,,3.0
2025-01-15 07:00:00-05:00,US,MBA Mortgage Market IndexJAN/10,224.4,,,3.0
2025-01-15 07:00:00-05:00,MX,Gross Fixed Investment MoMOCT,0.1%,0.2%,-0.2%,3.0
2025-01-15 07:00:00-05:00,US,MBA 30-Year Mortgage RateJAN/10,7.09%,,,2.0
2025-01-15 07:00:00-05:00,MX,Gross Fixed Investment YoYOCT,-2.6%,-2.8%,-5.0%,3.0
2025-01-15 08:00:00-05:00,RU,Foreign Exchange ReservesDEC,$609.1B,,$615.0B,3.0
2025-01-15 08:30:00-05:00,US,CPI s.aDEC,317.685,,317.4,2.0
2025-01-15 08:30:00-05:00,US,NY Empire State Manufacturing IndexJAN,-12.60,3,3.1,2.0
2025-01-15 08:30:00-05:00,US,CPIDEC,315.61,315.61,315.6,2.0
2025-01-15 08:30:00-05:00,CA,Manufacturing Sales MoM FinalNOV,0.8%,0.5%,0.5%,3.0
2025-01-15 08:30:00-05:00,US,Inflation Rate MoMDEC,0.4%,0.3%,0.4%,1.0
2025-01-15 08:30:00-05:00,US,Inflation Rate YoYDEC,2.9%,2.9%,2.9%,1.0
2025-01-15 08:30:00-05:00,CA,New Motor Vehicle SalesNOV,160.9K,,,3.0
2025-01-15 08:30:00-05:00,US,Core Inflation Rate MoMDEC,0.2%,0.2%,0.3%,1.0
2025-01-15 08:30:00-05:00,US,Core Inflation Rate YoYDEC,3.2%,3.3%,3.3%,1.0
2025-01-15 08:30:00-05:00,CA,Wholesale Sales MoM FinalNOV,-0.2%,-0.7%,-0.7%,3.0
2025-01-15 09:20:00-05:00,US,Fed Barkin Speech,,,,2.0
2025-01-15 10:00:00-05:00,US,Fed Kashkari Speech,,,,2.0
2025-01-15 10:30:00-05:00,US,EIA Refinery Crude Runs ChangeJAN/10,-0.255M,,,3.0
2025-01-15 10:30:00-05:00,US,EIA Crude Oil Stocks ChangeJAN/10,-1.961M,-1.6M,,2.0
2025-01-15 10:30:00-05:00,US,EIA Distillate Fuel Production ChangeJAN/10,-0.021M,,,3.0
2025-01-15 10:30:00-05:00,US,EIA Gasoline Stocks ChangeJAN/10,5.852M,2.60M,,2.0
2025-01-15 10:30:00-05:00,US,EIA Heating Oil Stocks ChangeJAN/10,0.646M,,,3.0
2025-01-15 10:30:00-05:00,US,EIA Cushing Crude Oil Stocks ChangeJAN/10,0.765M,,,3.0
2025-01-15 10:30:00-05:00,US,EIA Gasoline Production ChangeJAN/10,0.397M,,,3.0
2025-01-15 10:30:00-05:00,US,EIA Crude Oil Imports ChangeJAN/10,-1.304M,,,3.0
2025-01-15 10:30:00-05:00,US,EIA Distillate Stocks ChangeJAN/10,3.077M,1.1M,,3.0
2025-01-15 11:00:00-05:00,US,Fed Williams Speech,,,,2.0
2025-01-15 11:00:00-05:00,RU,Inflation Rate MoMDEC,1.3%,1.7%,1.6%,2.0
2025-01-15 11:00:00-05:00,RU,Inflation Rate YoYDEC,9.5%,9.7%,9.5%,2.0
2025-01-15 11:30:00-05:00,US,17-Week Bill Auction,4.210%,,,3.0
2025-01-15 12:00:00-05:00,CA,5-Year Bond Auction,3.228%,,,3.0
2025-01-15 12:00:00-05:00,US,NOPA Crush Report,,,,3.0
2025-01-15 12:00:00-05:00,US,Fed Golsbee Speech,,,,2.0
2025-01-15 14:00:00-05:00,US,Fed Beige Book,,,,3.0
2025-01-15 18:50:00-05:00,JP,PPI MoMDEC,0.3%,0.4%,0.3%,3.0
2025-01-15 18:50:00-05:00,JP,PPI YoYDEC,3.8%,3.8%,3.6%,3.0
2025-01-15 19:00:00-05:00,AU,Consumer Inflation ExpectationsJAN,4%,,,3.0
2025-01-15 19:01:00-05:00,GB,RICS House Price BalanceDEC,28%,27%,26.0%,2.0
2025-01-15 19:30:00-05:00,AU,Participation RateDEC,67.1%,67%,66.8%,3.0
