DATE,COUNTRY,EVENTS,ACTUAL,PREVIOUS,CONSENSUS,FORECAST,TIER
,TR,Budget BalanceDEC,,,,,3
,OP,OPEC Monthly Report,,,,,3
,IN,Balance of TradeDEC,,$-37.84B,,$ -23B,3
,IN,ExportsDEC,,$32.11B,,$ 36B,3
,IN,ImportsDEC,,$69.95B,,$ 59B,3
Thursday January 16 2025,,,,,,,
04:30 AM,KR,Unemployment RateDEC,,2.7%,,3.30%,2
05:20 AM,JP,PPI MoMDEC,,0.3%,,,3
05:20 AM,JP,PPI YoYDEC,,3.7%,,3.6%,3
05:31 AM,GB,RICS House Price BalanceDEC,,25%,,17.0%,2
06:00 AM,AU,Unemployment RateDEC,,3.9%,,4.30%,1
06:00 AM,AU,Employment ChangeDEC,,35.6K,,25.1K,2
06:00 AM,AU,Full Time Employment ChgDEC,,52.6K,,,2
06:00 AM,AU,Part Time Employment ChgDEC,,-17.0K,,,3
06:00 AM,AU,Participation RateDEC,,67%,,66.8%,3
06:30 AM,KR,Interest Rate Decision,,3.0%,,,2
09:05 AM,JP,20-Year JGB Auction,,1.879%,,,3
09:05 AM,JP,52-Week Bill Auction,,0.4796%,,,3
10:30 AM,SG,6-Month T-Bill Auction,,3.02%,,,3
12:30 PM,DE,Inflation Rate MoM FinalDEC,,-0.2%,0.4%,0.4%,2
12:30 PM,DE,Inflation Rate YoY FinalDEC,,2.2%,,2.6%,2
12:30 PM,DE,Harmonised Inflation Rate YoY FinalDEC,,2.4%,2.9%,2.9%,3
12:30 PM,DE,Harmonised Inflation Rate MoM FinalDEC,,-0.7%,0.7%,0.7%,3
12:30 PM,GB,GDP MoMNOV,,-0.1%,,0.1%,1
12:30 PM,GB,GDP YoYNOV,,1.3%,,1.5%,1
12:30 PM,GB,GDP 3-Month AvgNOV,,0.1%,,0.2%,2
12:30 PM,GB,Goods Trade BalanceNOV,,£-18.97B,,,2
12:30 PM,GB,Goods Trade Balance Non-EUNOV,,£-7.28B,,,2
12:30 PM,GB,Industrial Production MoMNOV,,-0.6%,,,2
12:30 PM,GB,Manufacturing Production MoMNOV,,-0.6%,,,2
12:30 PM,GB,Balance of TradeNOV,,£-3.72B,,,3
12:30 PM,GB,Construction Output YoYNOV,,-0.7%,,0.3%,3
12:30 PM,GB,Industrial Production YoYNOV,,-0.7%,,,3
12:30 PM,GB,Manufacturing Production YoYNOV,,0%,,,3
02:30 PM,IT,Balance of TradeNOV,,€5.153B,,,2
02:30 PM,IT,Inflation Rate MoM FinalDEC,,-0.1%,0.1%,0.1%,2
02:30 PM,IT,Inflation Rate YoY FinalDEC,,1.3%,1.3%,1.3%,2
02:30 PM,IT,Harmonised Inflation Rate YoY FinalDEC,,1.5%,1.4%,1.4%,3
02:30 PM,IT,Harmonised Inflation Rate MoM FinalDEC,,-0.1%,0.1%,0.1%,3
03:10 PM,ES,Bonos Auction,,,,,3
03:10 PM,ES,Index-Linked Obligacion Auction,,,,,3
03:10 PM,ES,Obligacion Auction,,,,,3
03:30 PM,EA,Balance of TradeNOV,,€6.8B,,,2
05:00 PM,TR,Foreign Exchange ReservesJAN/10,,,,,3
05:30 PM,BR,IBC-BR Economic ActivityNOV,,0.1%,,,3
06:30 PM,GB,NIESR Monthly GDP TrackerDEC,,0%,,0.1%,3
06:45 PM,CA,Housing StartsDEC,,262.4K,,220K,2
07:00 PM,US,Retail Sales MoMDEC,,0.7%,,0.5%,1
07:00 PM,US,Export Prices MoMDEC,,0%,,0.5%,2
07:00 PM,US,Import Prices MoMDEC,,0.1%,,,2
07:00 PM,US,Initial Jobless ClaimsJAN/11,,,,,2
07:00 PM,US,Philadelphia Fed Manufacturing IndexJAN,,-16.4,,,2
07:00 PM,US,Retail Sales Ex Autos MoMDEC,,0.2%,,0.8%,2
07:00 PM,US,Continuing Jobless ClaimsJAN/04,,,,,3
07:00 PM,US,Export Prices YoYDEC,,0.8%,,,3
07:00 PM,US,Import Prices YoYDEC,,1.3%,,0.6%,3
07:00 PM,US,Jobless Claims 4-week AverageJAN/11,,,,,3
07:00 PM,US,Philly Fed Business ConditionsJAN,,30.7,,,3
07:00 PM,US,Philly Fed CAPEX IndexJAN,,18.8,,,3
07:00 PM,US,Philly Fed EmploymentJAN,,6.6,,,3
07:00 PM,US,Philly Fed New OrdersJAN,,-4.3,,,3
07:00 PM,US,Philly Fed Prices PaidJAN,,31.2,,,3
07:00 PM,US,Retail Sales Ex Gas/Autos MoMDEC,,0.2%,,0.4%,3
07:00 PM,US,Retail Sales YoYDEC,,3.8%,,-0.2%,3
08:30 PM,US,Business Inventories MoMNOV,,0.1%,,,2
08:30 PM,US,NAHB Housing Market IndexJAN,,46,,,2
08:30 PM,US,Retail Inventories Ex Autos MoMNOV,,0.1%,,,3
09:00 PM,US,EIA Natural Gas Stocks ChangeJAN/10,,,,,3
10:00 PM,US,4-Week Bill Auction,,,,,3
10:00 PM,US,8-Week Bill Auction,,,,,3
10:30 PM,US,15-Year Mortgage RateJAN/16,,,,,3
10:30 PM,US,30-Year Mortgage RateJAN/16,,,,,3
Friday January 17 2025,,,,,,,
03:00 AM,US,Fed Balance SheetJAN/15,,,,,3
04:30 AM,JP,Reuters Tankan IndexJAN,,-1,,3,3
05:20 AM,JP,Foreign Bond InvestmentJAN/11,,,,,3
05:20 AM,JP,Stock Investment by ForeignersJAN/11,,,,,3
06:00 AM,SG,Non-Oil Exports MoMDEC,,14.7%,,1.2%,3
06:00 AM,SG,Non-Oil Exports YoYDEC,,3.4%,,7.5%,3
06:30 AM,AU,Consumer Inflation ExpectationsJAN,,4.2%,,,3
07:00 AM,CN,House Price Index YoYDEC,,-5.7%,,-5.8%,2
07:00 AM,SG,Balance of TradeDEC,,$6.52B,,$ 3.6B,3
07:30 AM,CN,GDP Growth Rate YoYQ4,,4.6%,,5%,1
07:30 AM,CN,Industrial Production YoYDEC,,5.4%,,4.3%,1
07:30 AM,CN,Retail Sales YoYDEC,,3%,,2.8%,1
07:30 AM,CN,Fixed Asset Investment (YTD) YoYDEC,,3.3%,,3.1%,2
07:30 AM,CN,GDP Growth Rate QoQQ4,,0.9%,,0.7%,2
07:30 AM,CN,Industrial Capacity UtilizationQ4,,75.1%,,74.9%,3
07:30 AM,CN,Unemployment RateDEC,,5%,,5.00%,3
09:05 AM,JP,3-Month Bill Auction,,,,,3
12:30 PM,GB,Retail Sales MoMDEC,,0.2%,,0.2%,1
12:30 PM,GB,Retail Sales YoYDEC,,0.5%,,3.5%,2
12:30 PM,GB,Retail Sales ex Fuel MoMDEC,,,,,3
12:30 PM,GB,Retail Sales ex Fuel YoYDEC,,,,,3
12:50 PM,ID,Loan Growth YoYDEC,,10.79%,,10%,3
01:00 PM,ID,Deposit Facility RateJAN,,5.25%,,,3
01:00 PM,ID,Lending Facility RateJAN,,6.75%,,,3
02:30 PM,EA,Current AccountNOV,,€32B,,,3
02:30 PM,EA,Current Account s.aNOV,,€33.5B,,,3
02:30 PM,ES,Balance of TradeNOV,,€-3.93B,,,2
03:30 PM,EA,Inflation Rate YoY FinalDEC,,2.2%,2.4%,2.4%,2
03:30 PM,EA,Core Inflation Rate YoY FinalDEC,,2.7%,,2.7%,3
03:30 PM,EA,Inflation Rate MoM FinalDEC,,-0.3%,0.4%,0.4%,3
03:30 PM,EA,CPI FinalDEC,,126.62,,127,3
03:30 PM,IT,Current AccountNOV,,€5628M,,,3
05:00 PM,IN,Bank Loan Growth YoYJAN/03,,,,,3
05:00 PM,IN,Deposit Growth YoYJAN/03,,,,,3
05:00 PM,IN,Foreign Exchange ReservesJAN/10,,,,,3
07:00 PM,CA,Foreign Securities PurchasesNOV,,C$21.55B,,,3
07:00 PM,CA,Foreign Securities Purchases by CanadiansNOV,,C$-2.65B,,,3
07:00 PM,US,Building Permits PrelDEC,,1.493M,,1.6M,1
07:00 PM,US,Housing StartsDEC,,1.289M,,1.5M,1
07:00 PM,US,Building Permits MoM PrelDEC,,5.2%,,,2
07:00 PM,US,Housing Starts MoMDEC,,-1.8%,,0.8%,2
07:45 PM,US,Industrial Production MoMDEC,,-0.1%,,,2
07:45 PM,US,Capacity UtilizationDEC,,76.8%,,77.8%,3
07:45 PM,US,Industrial Production YoYDEC,,-0.9%,,-0.5%,3
07:45 PM,US,Manufacturing Production MoMDEC,,0.2%,,0.4%,3
07:45 PM,US,Manufacturing Production YoYDEC,,-1%,,-0.9%,3
11:30 PM,US,Baker Hughes Oil Rig CountJAN/17,,,,,3
11:30 PM,US,Baker Hughes Total Rigs CountJAN/17,,,,,3
,KR,50-Year KTB Auction,,2.40%,,,3
